source,target,index,start_x,start_y,start_z,rotate,rotation_plane,rotation_degree_idx,coverage,compartment
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,2,1,0.181,example
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,2,2,0.181,example
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,2,3,0.181,example
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,3,1,0.181,example
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,3,2,0.181,example
example_data_LR.h5,example_data_HR.h5,1,10,24,14,1,3,3,0.181,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,0,0,0,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,1,1,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,1,2,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,1,3,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,2,1,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,2,2,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,2,3,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,3,1,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,3,2,0.336,example
example_data_LR.h5,example_data_HR.h5,2,14,21,14,1,3,3,0.336,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,0,0,0,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,1,1,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,1,2,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,1,3,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,2,1,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,2,2,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,2,3,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,3,1,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,3,2,0.189,example
example_data_LR.h5,example_data_HR.h5,2,12,3,10,1,3,3,0.189,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,0,0,0,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,1,1,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,1,2,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,1,3,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,2,1,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,2,2,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,2,3,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,3,1,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,3,2,0.33,example
example_data_LR.h5,example_data_HR.h5,2,14,10,14,1,3,3,0.33,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,0,0,0,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,1,1,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,1,2,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,1,3,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,2,1,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,2,2,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,2,3,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,3,1,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,3,2,0.28,example
example_data_LR.h5,example_data_HR.h5,2,12,24,3,1,3,3,0.28,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,0,0,0,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,1,1,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,1,2,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,1,3,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,2,1,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,2,2,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,2,3,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,3,1,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,3,2,0.387,example
example_data_LR.h5,example_data_HR.h5,2,9,12,21,1,3,3,0.387,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,0,0,0,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,1,1,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,1,2,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,1,3,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,2,1,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,2,2,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,2,3,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,3,1,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,3,2,0.44,example
example_data_LR.h5,example_data_HR.h5,2,22,6,1,1,3,3,0.44,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,0,0,0,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,1,1,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,1,2,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,1,3,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,2,1,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,2,2,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,2,3,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,3,1,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,3,2,0.553,example
example_data_LR.h5,example_data_HR.h5,2,10,12,6,1,3,3,0.553,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,0,0,0,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,1,1,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,1,2,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,1,3,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,2,1,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,2,2,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,2,3,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,3,1,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,3,2,0.184,example
example_data_LR.h5,example_data_HR.h5,2,14,22,16,1,3,3,0.184,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,0,0,0,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,1,1,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,1,2,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,1,3,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,2,1,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,2,2,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,2,3,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,3,1,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,3,2,0.399,example
example_data_LR.h5,example_data_HR.h5,2,15,8,2,1,3,3,0.399,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,0,0,0,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,1,1,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,1,2,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,1,3,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,2,1,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,2,2,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,2,3,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,3,1,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,3,2,0.178,example
example_data_LR.h5,example_data_HR.h5,2,5,18,2,1,3,3,0.178,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,0,0,0,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,1,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,1,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,1,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,2,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,2,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,2,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,3,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,3,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,3,11,26,1,3,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,0,0,0,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,1,1,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,1,2,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,1,3,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,2,1,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,2,2,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,2,3,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,3,1,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,3,2,0.273,example
example_data_LR.h5,example_data_HR.h5,3,0,14,18,1,3,3,0.273,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,0,0,0,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,1,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,1,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,1,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,2,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,2,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,2,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,3,1,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,3,2,0.198,example
example_data_LR.h5,example_data_HR.h5,3,19,15,11,1,3,3,0.198,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,0,0,0,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,1,1,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,1,2,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,1,3,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,2,1,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,2,2,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,2,3,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,3,1,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,3,2,0.238,example
example_data_LR.h5,example_data_HR.h5,3,14,16,17,1,3,3,0.238,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,0,0,0,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,1,1,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,1,2,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,1,3,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,2,1,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,2,2,0.122,example
example_data_LR.h5,example_data_HR.h5,3,4,0,15,1,2,3,0.122,example
